Model Year,Make,Model,Electric Vehicle Type,Electric Range,Base MSRP,Price Category
2017,AUDI,A3,Plug-in Hybrid Electric Vehicle (PHEV),16.0,56426.41975308642,Normal
2018,AUDI,A3,Plug-in Hybrid Electric Vehicle (PHEV),16.0,56426.41975308642,Normal
2017,TESLA,MODEL S,Battery Electric Vehicle (BEV),210.0,56426.41975308642,Normal
2021,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),25.0,56426.41975308642,Normal
2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),308.0,56426.41975308642,Normal
2023,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),21.0,56426.41975308642,Normal
2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),53.0,56426.41975308642,Normal
2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),322.0,56426.41975308642,Normal
2022,AUDI,Q5,Plug-in Hybrid Electric Vehicle (PHEV),23.0,56426.41975308642,Normal
2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),53.0,56426.41975308642,Normal
2018,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),238.0,56426.41975308642,Normal
2015,TESLA,MODEL S,Battery Electric Vehicle (BEV),208.0,56426.41975308642,Normal
2022,KIA,EV6,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),75.0,56426.41975308642,Normal
2018,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),53.0,56426.41975308642,Normal
2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),322.0,56426.41975308642,Normal
2017,TESLA,MODEL S,Battery Electric Vehicle (BEV),210.0,56426.41975308642,Normal
2022,VOLVO,XC60,Plug-in Hybrid Electric Vehicle (PHEV),18.0,56426.41975308642,Normal
2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2015,FIAT,500,Battery Electric Vehicle (BEV),87.0,56426.41975308642,Normal
2018,NISSAN,LEAF,Battery Electric Vehicle (BEV),151.0,56426.41975308642,Normal
2023,CHEVROLET,BOLT EUV,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2022,KIA,NIRO,Plug-in Hybrid Electric Vehicle (PHEV),26.0,56426.41975308642,Normal
2020,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),259.0,56426.41975308642,Normal
2017,FIAT,500,Battery Electric Vehicle (BEV),84.0,56426.41975308642,Normal
2019,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),238.0,56426.41975308642,Normal
2017,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),238.0,56426.41975308642,Normal
2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2017,NISSAN,LEAF,Battery Electric Vehicle (BEV),107.0,56426.41975308642,Normal
2023,NISSAN,ARIYA,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2020,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),25.0,56426.41975308642,Normal
2019,AUDI,E-TRON,Battery Electric Vehicle (BEV),204.0,56426.41975308642,Normal
2020,TESLA,MODEL X,Battery Electric Vehicle (BEV),293.0,56426.41975308642,Normal
2018,TESLA,MODEL X,Battery Electric Vehicle (BEV),238.0,56426.41975308642,Normal
2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),150.0,56426.41975308642,Normal
2014,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),38.0,56426.41975308642,Normal
2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),322.0,56426.41975308642,Normal
2020,KIA,NIRO,Battery Electric Vehicle (BEV),239.0,56426.41975308642,Normal
2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),84.0,56426.41975308642,Normal
2018,NISSAN,LEAF,Battery Electric Vehicle (BEV),151.0,56426.41975308642,Normal
2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),150.0,56426.41975308642,Normal
2021,AUDI,Q5 E,Plug-in Hybrid Electric Vehicle (PHEV),18.0,56426.41975308642,Normal
2020,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),25.0,56426.41975308642,Normal
2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),75.0,56426.41975308642,Normal
2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),75.0,56426.41975308642,Normal
2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),215.0,56426.41975308642,Normal
2013,FORD,C-MAX,Plug-in Hybrid Electric Vehicle (PHEV),19.0,56426.41975308642,Normal
2013,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),38.0,56426.41975308642,Normal
2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),220.0,56426.41975308642,Normal
2018,TESLA,MODEL X,Battery Electric Vehicle (BEV),238.0,56426.41975308642,Normal
2018,TESLA,MODEL X,Battery Electric Vehicle (BEV),238.0,56426.41975308642,Normal
2016,TESLA,MODEL X,Battery Electric Vehicle (BEV),200.0,56426.41975308642,Normal
2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2017,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),21.0,56426.41975308642,Normal
2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),84.0,56426.41975308642,Normal
2024,BMW,330E,Plug-in Hybrid Electric Vehicle (PHEV),22.0,56426.41975308642,Normal
2020,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),259.0,56426.41975308642,Normal
2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),215.0,56426.41975308642,Normal
2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),308.0,56426.41975308642,Normal
2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),215.0,56426.41975308642,Normal
2016,NISSAN,LEAF,Battery Electric Vehicle (BEV),84.0,56426.41975308642,Normal
2016,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),19.0,56426.41975308642,Normal
2023,TOYOTA,PRIUS,Plug-in Hybrid Electric Vehicle (PHEV),39.0,56426.41975308642,Normal
2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),266.0,56426.41975308642,Normal
2018,TESLA,MODEL X,Battery Electric Vehicle (BEV),238.0,56426.41975308642,Normal
2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),220.0,56426.41975308642,Normal
2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),215.0,56426.41975308642,Normal
2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),150.0,56426.41975308642,Normal
2022,AUDI,Q5,Plug-in Hybrid Electric Vehicle (PHEV),22.0,56426.41975308642,Normal
2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),220.0,56426.41975308642,Normal
2015,TESLA,MODEL S,Battery Electric Vehicle (BEV),208.0,56426.41975308642,Normal
2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),150.0,56426.41975308642,Normal
2016,TESLA,MODEL S,Battery Electric Vehicle (BEV),210.0,56426.41975308642,Normal
2021,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),32.0,56426.41975308642,Normal
2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),220.0,56426.41975308642,Normal
2024,BMW,IX,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2023,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),21.0,56426.41975308642,Normal
2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2016,VOLKSWAGEN,E-GOLF,Battery Electric Vehicle (BEV),83.0,56426.41975308642,Normal
2022,KIA,SORENTO,Plug-in Hybrid Electric Vehicle (PHEV),32.0,56426.41975308642,Normal
2018,HONDA,CLARITY,Plug-in Hybrid Electric Vehicle (PHEV),47.0,56426.41975308642,Normal
2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),215.0,56426.41975308642,Normal
2024,LEXUS,NX,Plug-in Hybrid Electric Vehicle (PHEV),37.0,56426.41975308642,Normal
2018,TESLA,MODEL X,Battery Electric Vehicle (BEV),238.0,56426.41975308642,Normal
2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),322.0,56426.41975308642,Normal
2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),215.0,56426.41975308642,Normal
2016,CADILLAC,ELR,Plug-in Hybrid Electric Vehicle (PHEV),40.0,56426.41975308642,Normal
2018,TESLA,MODEL S,Battery Electric Vehicle (BEV),249.0,56426.41975308642,Normal
2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),215.0,56426.41975308642,Normal
2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),291.0,56426.41975308642,Normal
2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),75.0,56426.41975308642,Normal
2023,KIA,EV6,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2017,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),25.0,56426.41975308642,Normal
2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),220.0,56426.41975308642,Normal
2024,MAZDA,CX-90,Plug-in Hybrid Electric Vehicle (PHEV),26.0,56426.41975308642,Normal
2014,FORD,C-MAX,Plug-in Hybrid Electric Vehicle (PHEV),19.0,56426.41975308642,Normal
2014,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),38.0,56426.41975308642,Normal
2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),291.0,56426.41975308642,Normal
2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),291.0,56426.41975308642,Normal
2018,SMART,EQ FORTWO,Battery Electric Vehicle (BEV),58.0,56426.41975308642,Normal
2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),75.0,56426.41975308642,Normal
2019,KIA,NIRO,Plug-in Hybrid Electric Vehicle (PHEV),26.0,56426.41975308642,Normal
2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),75.0,56426.41975308642,Normal
2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),322.0,56426.41975308642,Normal
2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),84.0,56426.41975308642,Normal
2017,NISSAN,LEAF,Battery Electric Vehicle (BEV),107.0,56426.41975308642,Normal
2020,TESLA,MODEL S,Battery Electric Vehicle (BEV),330.0,56426.41975308642,Normal
2020,NISSAN,LEAF,Battery Electric Vehicle (BEV),149.0,56426.41975308642,Normal
2023,LINCOLN,AVIATOR,Plug-in Hybrid Electric Vehicle (PHEV),21.0,56426.41975308642,Normal
2019,KIA,NIRO,Plug-in Hybrid Electric Vehicle (PHEV),26.0,56426.41975308642,Normal
2022,TOYOTA,RAV4 PRIME,Plug-in Hybrid Electric Vehicle (PHEV),42.0,56426.41975308642,Normal
2011,NISSAN,LEAF,Battery Electric Vehicle (BEV),73.0,56426.41975308642,Normal
2016,TESLA,MODEL X,Battery Electric Vehicle (BEV),200.0,56426.41975308642,Normal
2023,MINI,HARDTOP,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),208.0,69900.0,Normal
2021,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2014,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),19.0,56426.41975308642,Normal
2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),215.0,56426.41975308642,Normal
2019,MITSUBISHI,OUTLANDER,Plug-in Hybrid Electric Vehicle (PHEV),22.0,56426.41975308642,Normal
2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2022,BMW,I4,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),220.0,56426.41975308642,Normal
2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),220.0,56426.41975308642,Normal
2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2018,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),238.0,56426.41975308642,Normal
2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),215.0,56426.41975308642,Normal
2023,TESLA,MODEL X,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2019,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),25.0,56426.41975308642,Normal
2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2022,TESLA,MODEL S,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2024,MINI,HARDTOP,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2020,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),18.0,56426.41975308642,Normal
2024,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),21.0,56426.41975308642,Normal
2023,KIA,EV6,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2022,NISSAN,LEAF,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2020,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),25.0,56426.41975308642,Normal
2021,AUDI,Q5 E,Plug-in Hybrid Electric Vehicle (PHEV),18.0,56426.41975308642,Normal
2019,TESLA,MODEL X,Battery Electric Vehicle (BEV),289.0,56426.41975308642,Normal
2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2024,AUDI,SQ8,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2020,VOLVO,XC60,Plug-in Hybrid Electric Vehicle (PHEV),19.0,56426.41975308642,Normal
2023,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),30.0,56426.41975308642,Normal
2023,FORD,F-150,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2017,MERCEDES-BENZ,GLE-CLASS,Plug-in Hybrid Electric Vehicle (PHEV),10.0,56426.41975308642,Normal
2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),220.0,56426.41975308642,Normal
2019,KIA,NIRO,Battery Electric Vehicle (BEV),239.0,56426.41975308642,Normal
2020,PORSCHE,TAYCAN,Battery Electric Vehicle (BEV),203.0,56426.41975308642,Normal
2023,RIVIAN,R1S,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2018,TESLA,MODEL X,Battery Electric Vehicle (BEV),238.0,56426.41975308642,Normal
2017,TESLA,MODEL X,Battery Electric Vehicle (BEV),200.0,56426.41975308642,Normal
2021,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),30.0,56426.41975308642,Normal
2023,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2023,HYUNDAI,IONIQ 5,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2013,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),38.0,56426.41975308642,Normal
2023,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),21.0,56426.41975308642,Normal
2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),208.0,69900.0,Normal
2018,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),19.0,64950.0,Normal
2018,KIA,NIRO,Plug-in Hybrid Electric Vehicle (PHEV),26.0,56426.41975308642,Normal
2022,RIVIAN,R1S,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2017,TESLA,MODEL S,Battery Electric Vehicle (BEV),210.0,56426.41975308642,Normal
2017,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),97.0,56426.41975308642,Normal
2017,NISSAN,LEAF,Battery Electric Vehicle (BEV),107.0,56426.41975308642,Normal
2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2023,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2023,HYUNDAI,IONIQ 5,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2022,JEEP,GRAND CHEROKEE,Plug-in Hybrid Electric Vehicle (PHEV),25.0,56426.41975308642,Normal
2022,LINCOLN,AVIATOR,Plug-in Hybrid Electric Vehicle (PHEV),21.0,56426.41975308642,Normal
2022,RIVIAN,R1T,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2023,RIVIAN,R1T,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2023,MERCEDES-BENZ,EQE-CLASS SUV,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2022,AUDI,RS E-TRON GT,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),215.0,56426.41975308642,Normal
2018,NISSAN,LEAF,Battery Electric Vehicle (BEV),151.0,56426.41975308642,Normal
2022,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),35.0,56426.41975308642,Normal
2024,DODGE,HORNET,Plug-in Hybrid Electric Vehicle (PHEV),32.0,56426.41975308642,Normal
2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),220.0,56426.41975308642,Normal
2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),322.0,56426.41975308642,Normal
2024,BMW,I4,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2023,GENESIS,GV60,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2017,NISSAN,LEAF,Battery Electric Vehicle (BEV),107.0,56426.41975308642,Normal
2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),322.0,56426.41975308642,Normal
2023,TESLA,MODEL X,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),220.0,56426.41975308642,Normal
2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2024,PORSCHE,TAYCAN,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2021,BMW,X3,Plug-in Hybrid Electric Vehicle (PHEV),17.0,56426.41975308642,Normal
2018,TESLA,MODEL X,Battery Electric Vehicle (BEV),238.0,56426.41975308642,Normal
2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),75.0,56426.41975308642,Normal
2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2022,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2019,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),25.0,56426.41975308642,Normal
2023,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2021,NISSAN,LEAF,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),150.0,56426.41975308642,Normal
2022,NISSAN,LEAF,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),291.0,56426.41975308642,Normal
2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),75.0,56426.41975308642,Normal
2023,TESLA,MODEL X,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),291.0,56426.41975308642,Normal
2019,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),53.0,56426.41975308642,Normal
2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2018,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),33.0,56426.41975308642,Normal
2015,TESLA,MODEL S,Battery Electric Vehicle (BEV),208.0,56426.41975308642,Normal
2024,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),21.0,56426.41975308642,Normal
2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2022,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),25.0,56426.41975308642,Normal
2017,NISSAN,LEAF,Battery Electric Vehicle (BEV),107.0,56426.41975308642,Normal
2023,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),21.0,56426.41975308642,Normal
2023,LEXUS,RZ 450E,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),215.0,56426.41975308642,Normal
2023,RIVIAN,R1T,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2022,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),35.0,56426.41975308642,Normal
2023,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),30.0,56426.41975308642,Normal
2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2018,NISSAN,LEAF,Battery Electric Vehicle (BEV),151.0,56426.41975308642,Normal
2020,VOLVO,XC60,Plug-in Hybrid Electric Vehicle (PHEV),19.0,56426.41975308642,Normal
2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),291.0,56426.41975308642,Normal
2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2023,RIVIAN,R1T,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2022,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2022,KIA,EV6,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2023,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2018,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),53.0,56426.41975308642,Normal
2020,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),25.0,56426.41975308642,Normal
2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2020,TESLA,MODEL S,Battery Electric Vehicle (BEV),330.0,56426.41975308642,Normal
2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),220.0,56426.41975308642,Normal
2022,TOYOTA,RAV4 PRIME,Plug-in Hybrid Electric Vehicle (PHEV),42.0,56426.41975308642,Normal
2023,RIVIAN,R1T,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2017,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),25.0,56426.41975308642,Normal
2016,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),53.0,56426.41975308642,Normal
2019,TESLA,MODEL S,Battery Electric Vehicle (BEV),270.0,56426.41975308642,Normal
2021,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2020,KIA,NIRO,Battery Electric Vehicle (BEV),239.0,56426.41975308642,Normal
2022,FORD,ESCAPE,Plug-in Hybrid Electric Vehicle (PHEV),38.0,56426.41975308642,Normal
2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),308.0,56426.41975308642,Normal
2017,TESLA,MODEL S,Battery Electric Vehicle (BEV),210.0,56426.41975308642,Normal
2024,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),39.0,56426.41975308642,Normal
2019,VOLKSWAGEN,E-GOLF,Battery Electric Vehicle (BEV),125.0,56426.41975308642,Normal
2022,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2023,SUBARU,SOLTERRA,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2020,NISSAN,LEAF,Battery Electric Vehicle (BEV),149.0,56426.41975308642,Normal
2019,TESLA,MODEL X,Battery Electric Vehicle (BEV),289.0,56426.41975308642,Normal
